TimeStamp;Axe;Boat;Axe;Boat;RightHand;LeftHand;Anchor;Head;Mjolnir;OxHead;Axe;Boat;RightHand;LeftHand;Anchor;Head;Mjolnir;OxHead;Axe;Boat;RightHand;LeftHand;Anchor;Head;Mjolnir;OxHead;Axe;Boat;RightHand;LeftHand;Anchor;Head;Mjolnir;OxHead;Axe;Boat;RightHand;LeftHand;Anchor;Head;Mjolnir;OxHead;Axe;Boat;RightHand;LeftHand;Anchor;Head;Mjolnir;OxHead;Axe;Boat;RightHand;LeftHand;Anchor;Head;Mjolnir;OxHead
0.72;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1004.7, 16.6, 560.3);(1005.2, 16.7, 560.4);(1019.7, 14.4, 638.4);(1005.1, 17.4, 560.4);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
0.74;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1004.7, 16.6, 560.3);(1005.2, 16.7, 560.5);(1019.7, 14.4, 638.4);(1005.1, 17.4, 560.4);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
0.76;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1004.8, 16.7, 560.3);(1005.2, 16.7, 560.5);(1019.7, 14.4, 638.4);(1005.1, 17.4, 560.4);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
0.78;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1004.8, 16.7, 560.3);(1005.2, 16.7, 560.5);(1019.7, 14.4, 638.4);(1005.1, 17.4, 560.4);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
0.8;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1004.8, 16.7, 560.3);(1005.2, 16.7, 560.5);(1019.7, 14.4, 638.4);(1005.1, 17.4, 560.4);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
0.82;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1004.9, 16.7, 560.3);(1005.2, 16.7, 560.5);(1019.7, 14.4, 638.4);(1005.1, 17.4, 560.4);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
0.84;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1004.9, 16.7, 560.3);(1005.2, 16.7, 560.5);(1019.7, 14.4, 638.4);(1005.1, 17.4, 560.4);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
0.86;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.0, 16.7, 560.3);(1005.2, 16.7, 560.5);(1019.7, 14.4, 638.4);(1005.1, 17.4, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
0.88;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.0, 16.8, 560.3);(1005.2, 16.7, 560.5);(1019.7, 14.4, 638.4);(1005.1, 17.4, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
0.9;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.0, 16.8, 560.3);(1005.2, 16.7, 560.6);(1019.7, 14.4, 638.4);(1005.1, 17.4, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
0.92;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.1, 16.8, 560.3);(1005.2, 16.7, 560.6);(1019.7, 14.4, 638.4);(1005.2, 17.4, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
0.94;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.1, 16.8, 560.3);(1005.2, 16.7, 560.6);(1019.7, 14.4, 638.4);(1005.2, 17.4, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
0.96;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.2, 16.9, 560.3);(1005.2, 16.7, 560.6);(1019.7, 14.4, 638.4);(1005.2, 17.4, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
0.98;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.2, 16.9, 560.3);(1005.2, 16.7, 560.6);(1019.7, 14.4, 638.4);(1005.2, 17.4, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.2, 16.9, 560.3);(1005.2, 16.7, 560.6);(1019.7, 14.4, 638.4);(1005.2, 17.4, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.02;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.2, 16.9, 560.3);(1005.2, 16.8, 560.6);(1019.7, 14.4, 638.4);(1005.2, 17.4, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.04;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.2, 16.9, 560.3);(1005.2, 16.8, 560.6);(1019.7, 14.4, 638.4);(1005.2, 17.4, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.06;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.4);(1005.2, 16.8, 560.6);(1019.7, 14.4, 638.4);(1005.2, 17.5, 560.6);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.08;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.4);(1005.2, 16.8, 560.6);(1019.7, 14.4, 638.4);(1005.2, 17.5, 560.6);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.1;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.4);(1005.2, 16.8, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.6);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.12;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.4);(1005.2, 16.8, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.6);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.14;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.4);(1005.2, 16.8, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.6);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.16;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.4);(1005.2, 16.8, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.6);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.18;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.5);(1005.2, 16.8, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.6);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.2;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.1, 560.5);(1005.2, 16.8, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.6);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.22;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.1, 560.5);(1005.2, 16.8, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.6);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.24;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.1, 560.5);(1005.2, 16.8, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.6);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.26;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.1, 560.5);(1005.2, 16.8, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.6);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.28;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.1, 560.5);(1005.2, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.6);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.3;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.1, 560.5);(1005.1, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.32;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.1, 560.5);(1005.1, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.34;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.1, 560.5);(1005.1, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.36;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.5);(1005.1, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.38;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.5);(1005.1, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.4;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.5);(1005.0, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.42;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.5);(1005.0, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.44;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.5);(1005.0, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.1, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.46;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.5);(1005.0, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.0, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.48;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.5);(1004.9, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.0, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.5;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.5);(1004.9, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.0, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.52;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.5);(1004.9, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.0, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.54;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.6);(1004.9, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.0, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.56;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.3, 17.0, 560.6);(1004.9, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.0, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.58;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.2, 17.0, 560.6);(1004.9, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.0, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.6;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.2, 17.0, 560.6);(1004.9, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.0, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.62;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.2, 17.0, 560.6);(1004.9, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.0, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.64;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.2, 17.0, 560.6);(1004.8, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.0, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.66;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.2, 17.0, 560.6);(1004.8, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.0, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.68;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.1, 17.0, 560.6);(1004.8, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.0, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.7;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1005.1, 17.0, 560.6);(1004.8, 16.9, 560.7);(1019.7, 14.4, 638.4);(1005.0, 17.5, 560.5);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.72;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1001.8, 16.7, 571.4);(1001.5, 16.6, 571.4);(1019.7, 14.4, 638.4);(1001.6, 17.2, 571.2);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.74;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1001.8, 16.7, 571.4);(1001.5, 16.6, 571.4);(1019.7, 14.4, 638.4);(1001.6, 17.2, 571.2);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.76;(975.9, 19.1, 634.5);(1018.6, 14.4, 638.9);(1001.8, 16.7, 571.4);(1001.5, 16.6, 571.4);(1019.7, 14.4, 638.4);(1001.6, 17.2, 571.2);(977.5, 18.9, 634.9);(970.7, 20.2, 632.6)
1.78;(975.9, 19.2, 634.5);(1018.6, 14.4, 638.9);(1001.8, 16.7, 571.4);(1001.4, 16.6, 571.4);(1019.7, 14.4, 638.4);(1001.6, 17.2, 571.2);(977.5, 19.1, 634.9);(970.7, 20.2, 632.6)
1.8;(975.9, 19.2, 634.5);(1018.6, 14.4, 638.9);(1001.8, 16.7, 571.4);(1001.4, 16.6, 571.4);(1019.7, 14.4, 638.4);(1001.6, 17.2, 571.2);(977.5, 19.1, 634.9);(970.7, 20.2, 632.6)
1.82;(975.9, 19.2, 634.5);(1018.6, 14.4, 638.9);(1001.8, 16.7, 571.4);(1001.4, 16.6, 571.4);(1019.7, 14.4, 638.4);(1001.6, 17.2, 571.2);(977.5, 19.1, 634.9);(970.7, 20.2, 632.6)
1.84;(975.9, 19.2, 634.5);(1018.6, 14.4, 638.9);(1001.8, 16.7, 571.4);(1001.4, 16.6, 571.4);(1019.7, 14.4, 638.4);(1001.6, 17.2, 571.2);(977.5, 19.1, 634.9);(970.7, 20.2, 632.6)
1.86;(975.9, 19.2, 634.5);(1018.6, 14.4, 638.9);(1001.7, 16.7, 571.4);(1001.4, 16.6, 571.4);(1019.7, 14.4, 638.4);(1001.6, 17.2, 571.2);(977.5, 19.1, 634.9);(970.7, 20.2, 632.6)
1.88;(975.9, 19.2, 634.5);(1018.6, 14.4, 638.9);(1001.7, 16.7, 571.4);(1001.4, 16.6, 571.4);(1019.7, 14.4, 638.4);(1001.6, 17.2, 571.2);(977.5, 19.1, 634.9);(970.7, 20.2, 632.6)
1.9;(975.9, 19.2, 634.5);(1018.6, 14.4, 638.9);(1001.7, 16.7, 571.4);(1001.4, 16.6, 571.4);(1019.7, 14.4, 638.4);(1001.6, 17.2, 571.2);(977.5, 19.1, 634.9);(970.7, 20.2, 632.6)
1.92;(975.9, 19.2, 634.5);(1018.6, 14.4, 638.9);(1001.7, 16.7, 571.4);(1001.4, 16.6, 571.4);(1019.7, 14.4, 638.4);(1001.6, 17.2, 571.2);(977.5, 19.1, 634.9);(970.7, 20.2, 632.6)
1.94;(975.9, 19.2, 634.5);(1018.6, 14.4, 638.9);(1001.7, 16.7, 571.4);(1001.4, 16.6, 571.4);(1019.7, 14.4, 638.4);(1001.6, 17.2, 571.2);(977.5, 19.0, 634.9);(970.7, 20.2, 632.6)
1.96;(975.9, 19.2, 634.5);(1018.6, 14.4, 638.9);(1001.7, 16.7, 571.4);(1001.4, 16.6, 571.4);(1019.7, 14.4, 638.4);(1001.6, 17.2, 571.2);(977.5, 19.1, 634.9);(970.7, 20.2, 632.6)
1.98;(975.9, 19.2, 634.5);(1018.6, 14.4, 638.9);(997.2, 17.7, 579.9);(996.9, 17.6, 580.0);(1019.7, 14.4, 638.4);(997.1, 18.1, 579.8);(977.5, 19.1, 634.9);(970.7, 20.2, 632.6)
2;(975.9, 19.2, 634.5);(1018.6, 14.4, 638.9);(997.2, 17.7, 579.9);(996.9, 17.6, 580.0);(1019.7, 14.4, 638.4);(997.1, 18.1, 579.8);(977.5, 19.1, 634.9);(970.7, 20.2, 632.6)
